gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	fisher.p_value	fisher.odds_ratio	fisher.ci_95_lower	fisher.ci_95_upper
PNLDC1	0	7927	11	21186	4.2741e-02	0.0000e+00	0.0000e+00	1.0652e+00
PNLIP	2	7925	8	21189	1.0000e+00	6.6846e-01	6.9135e-02	3.3505e+00
PNLIPRP1	5	7922	14	21183	1.0000e+00	9.5500e-01	2.6910e-01	2.8070e+00
PNLIPRP3	4	7923	14	21183	7.9412e-01	7.6391e-01	1.8305e-01	2.4333e+00
PNMA1	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
PNMA2	5	7922	2	21195	1.8787e-02	6.6872e+00	1.0947e+00	7.0378e+01
PNMA3	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
PNMA5	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
PNMA6A	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
PNMA6F	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
PNMA8A	0	7927	7	21190	2.0099e-01	0.0000e+00	0.0000e+00	1.8552e+00
PNMA8B	3	7924	2	21195	1.2826e-01	4.0119e+00	4.5949e-01	4.8037e+01
PNMA8C	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
PNMT	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
PNN	5	7922	4	21193	6.8267e-02	3.3437e+00	7.1951e-01	1.6853e+01
PNO1	0	7927	5	21192	3.3246e-01	0.0000e+00	0.0000e+00	2.9181e+00
PNOC	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
PNP	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
PNPLA1	6	7921	8	21189	2.2762e-01	2.0063e+00	5.7357e-01	6.5967e+00
PNPLA2	3	7924	9	21188	1.0000e+00	8.9131e-01	1.5515e-01	3.5728e+00
PNPLA3	5	7922	6	21191	1.8366e-01	2.2291e+00	5.3798e-01	8.7686e+00
PNPLA4	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
PNPLA5	2	7925	11	21186	5.3450e-01	4.8606e-01	5.2343e-02	2.2279e+00
PNPLA6	7	7920	8	21189	1.4098e-01	2.3409e+00	7.2236e-01	7.3914e+00
PNPLA7	10	7917	26	21171	1.0000e+00	1.0285e+00	4.4237e-01	2.2057e+00
PNPLA8	6	7921	11	21186	4.2514e-01	1.4589e+00	4.4285e-01	4.3048e+00
PNPO	3	7924	1	21196	6.4178e-02	8.0236e+00	6.4417e-01	4.2027e+02
PNPT1	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
PNRC1	2	7925	0	21197	7.4076e-02	Infinity	5.0223e-01	Infinity
PNRC2	0	7927	6	21191	1.9913e-01	0.0000e+00	0.0000e+00	2.2710e+00
POC1A	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
POC1B	6	7921	15	21182	8.1149e-01	1.0697e+00	3.3988e-01	2.9188e+00
POC1B-GALNT4	4	7923	12	21185	1.0000e+00	8.9129e-01	2.0945e-01	2.9419e+00
POC5	2	7925	6	21191	1.0000e+00	8.9132e-01	8.7956e-02	4.9859e+00
PODN	1	7926	12	21185	2.0770e-01	2.2274e-01	5.2136e-03	1.5059e+00
PODNL1	7	7920	19	21178	1.0000e+00	9.8515e-01	3.4985e-01	2.4485e+00
PODXL	1	7926	9	21188	3.0434e-01	2.9702e-01	6.7795e-03	2.1442e+00
PODXL2	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
POF1B	3	7924	6	21191	7.1144e-01	1.3371e+00	2.1633e-01	6.2630e+00
POFUT1	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
POFUT2	2	7925	6	21191	1.0000e+00	8.9132e-01	8.7956e-02	4.9859e+00
POGLUT1	8	7919	8	21189	5.0108e-02	2.6756e+00	8.7501e-01	8.1814e+00
POLA1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
POLA2	4	7923	6	21191	4.7567e-01	1.7830e+00	3.6998e-01	7.5212e+00
POLB	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
POLD1	2	7925	12	21185	3.7655e-01	4.4553e-01	4.8423e-02	2.0019e+00
POLD2	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
POLD3	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
POLD4	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
POLDIP2	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
POLDIP3	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
POLE	8	7919	23	21174	1.0000e+00	9.3003e-01	3.5950e-01	2.1549e+00
POLE2	8	7919	11	21186	1.9364e-01	1.9457e+00	6.7914e-01	5.3129e+00
POLE3	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
POLE4	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
POLG	6	7921	11	21186	4.2514e-01	1.4589e+00	4.4285e-01	4.3048e+00
POLG2	2	7925	13	21184	3.8265e-01	4.1128e-01	4.5049e-02	1.8171e+00
POLH	9	7918	8	21189	2.6219e-02	3.0105e+00	1.0306e+00	8.9698e+00
POLI	5	7922	14	21183	1.0000e+00	9.5500e-01	2.6910e-01	2.8070e+00
POLK	5	7922	17	21180	8.1185e-01	7.8636e-01	2.2673e-01	2.2214e+00
POLL	4	7923	16	21181	6.1816e-01	6.6837e-01	1.6253e-01	2.0727e+00
POLM	4	7923	27	21170	1.0356e-01	3.9588e-01	1.0061e-01	1.1366e+00
POLN	29	7898	34	21163	1.5575e-03	2.2854e+00	1.3422e+00	3.8679e+00
POLQ	22	7905	60	21137	1.0000e+00	9.8041e-01	5.7222e-01	1.6232e+00
POLR1A	6	7921	6	21191	1.0074e-01	2.6752e+00	7.1495e-01	1.0010e+01
POLR1B	3	7924	9	21188	1.0000e+00	8.9131e-01	1.5515e-01	3.5728e+00
POLR1C	6	7921	7	21190	1.2956e-01	2.2930e+00	6.3641e-01	7.9706e+00
POLR1D	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
POLR1E	5	7922	7	21190	3.2785e-01	1.9107e+00	4.7801e-01	6.9949e+00
POLR2A	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
POLR2B	2	7925	7	21190	1.0000e+00	7.6397e-01	7.7418e-02	4.0135e+00
POLR2C	3	7924	0	21197	2.0158e-02	Infinity	1.1051e+00	Infinity
POLR2E	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
POLR2F	3	7924	4	21193	3.9903e-01	2.0059e+00	2.9378e-01	1.1860e+01
POLR2G	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
POLR2I	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
POLR2J	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
POLR2J2	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
POLR2J3	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
POLR2K	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
POLR2L	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
POLR3A	7	7920	22	21175	8.3623e-01	8.5070e-01	3.0683e-01	2.0629e+00
POLR3B	3	7924	14	21183	5.8562e-01	5.7283e-01	1.0551e-01	2.0533e+00
POLR3C	7	7920	12	21185	4.3797e-01	1.5603e+00	5.2027e-01	4.3003e+00
POLR3D	4	7923	6	21191	4.7567e-01	1.7830e+00	3.6998e-01	7.5212e+00
POLR3E	4	7923	8	21189	7.4573e-01	1.3372e+00	2.9458e-01	4.9929e+00
POLR3F	2	7925	13	21184	3.8265e-01	4.1128e-01	4.5049e-02	1.8171e+00
POLR3G	4	7923	8	21189	7.4573e-01	1.3372e+00	2.9458e-01	4.9929e+00
POLR3GL	3	7924	5	21192	4.5607e-01	1.6046e+00	2.4912e-01	8.2498e+00
POLR3H	4	7923	5	21192	2.6678e-01	2.1398e+00	4.2447e-01	9.9453e+00
POLR3K	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
POLRMT	6	7921	23	21174	5.3409e-01	6.9737e-01	2.3219e-01	1.7626e+00
POM121	0	7927	10	21187	7.1520e-02	0.0000e+00	0.0000e+00	1.1928e+00
POM121C	2	7925	12	21185	3.7655e-01	4.4553e-01	4.8423e-02	2.0019e+00
POM121L12	6	7921	11	21186	4.2514e-01	1.4589e+00	4.4285e-01	4.3048e+00
POM121L2	9	7918	27	21170	8.5324e-01	8.9122e-01	3.6860e-01	1.9533e+00
POMC	2	7925	8	21189	1.0000e+00	6.6846e-01	6.9135e-02	3.3505e+00
POMGNT1	4	7923	11	21186	1.0000e+00	9.7234e-01	2.2575e-01	3.2824e+00
POMGNT2	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
POMK	6	7921	13	21184	6.1541e-01	1.2344e+00	3.8456e-01	3.4822e+00
POMP	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
POMT1	4	7923	16	21181	6.1816e-01	6.6837e-01	1.6253e-01	2.0727e+00
POMT2	6	7921	12	21185	5.9753e-01	1.3373e+00	4.1164e-01	3.8515e+00
POMZP3	5	7922	9	21188	5.4796e-01	1.4859e+00	3.9106e-01	4.9388e+00
PON1	5	7922	19	21178	6.4732e-01	7.0353e-01	2.0523e-01	1.9488e+00
PON2	2	7925	7	21190	1.0000e+00	7.6397e-01	7.7418e-02	4.0135e+00
PON3	6	7921	7	21190	1.2956e-01	2.2930e+00	6.3641e-01	7.9706e+00
POP1	9	7918	24	21173	1.0000e+00	1.0028e+00	4.1001e-01	2.2358e+00
POP4	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
POP5	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
POPDC2	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
POPDC3	1	7926	7	21190	6.9163e-01	3.8197e-01	8.4770e-03	2.9736e+00
POR	13	7914	18	21179	7.1103e-02	1.9328e+00	8.7018e-01	4.1745e+00
POSTN	4	7923	14	21183	7.9412e-01	7.6391e-01	1.8305e-01	2.4333e+00
POT1	8	7919	13	21184	3.2462e-01	1.6462e+00	5.9123e-01	4.2866e+00
POTEB3	3	7924	5	21192	4.5607e-01	1.6046e+00	2.4912e-01	8.2498e+00
POTEC	5	7922	17	21180	8.1185e-01	7.8636e-01	2.2673e-01	2.2214e+00
POTEE	8	7919	26	21171	7.0422e-01	8.2261e-01	3.2176e-01	1.8720e+00
POTEF	9	7918	26	21171	1.0000e+00	9.2554e-01	3.8146e-01	2.0393e+00
POTEG	4	7923	4	21193	2.2544e-01	2.6748e+00	4.9807e-01	1.4363e+01
POTEH	2	7925	16	21181	1.8367e-01	3.3407e-01	3.7259e-02	1.4216e+00
POTEI	2	7925	12	21185	3.7655e-01	4.4553e-01	4.8423e-02	2.0019e+00
POTEJ	6	7921	10	21187	3.9954e-01	1.6048e+00	4.7921e-01	4.8757e+00
POTEM	4	7923	24	21173	1.4105e-01	4.4539e-01	1.1228e-01	1.2970e+00
POU1F1	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
POU2F1	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
POU2F2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
POU2F3	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
POU3F1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
POU3F3	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
POU4F1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
POU4F2	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
POU4F3	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
POU5F1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
POU5F1B	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
POU5F2	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
POU6F1	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
POU6F2	0	7927	8	21189	1.1765e-01	0.0000e+00	0.0000e+00	1.5664e+00
POU6F2-AS1	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
POU6F2-AS2	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
PP2D1	6	7921	22	21175	6.7108e-01	7.2910e-01	2.4177e-01	1.8550e+00
PP7080	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
PPA1	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
PPA2	2	7925	12	21185	3.7655e-01	4.4553e-01	4.8423e-02	2.0019e+00
PPAN	2	7925	11	21186	5.3450e-01	4.8606e-01	5.2343e-02	2.2279e+00
PPAN-P2RY11	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
PPARA	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
PPARD	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
PPARGC1A	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
PPARGC1B	3	7924	2	21195	1.2826e-01	4.0119e+00	4.5949e-01	4.8037e+01
PPAT	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
PPBP	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
PPCDC	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
PPCS	3	7924	2	21195	1.2826e-01	4.0119e+00	4.5949e-01	4.8037e+01
PPDPF	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
PPDPFL	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
PPEF1	4	7923	2	21195	5.0520e-02	5.3499e+00	7.6657e-01	5.9178e+01
PPEF2	11	7916	15	21182	1.1936e-01	1.9623e+00	8.1485e-01	4.5746e+00
PPFIA1	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
PPFIA2	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
PPFIA2-AS1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
PPFIA3	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
PPFIA4	5	7922	15	21182	1.0000e+00	8.9128e-01	2.5334e-01	2.5810e+00
PPFIBP1	7	7920	14	21183	6.2349e-01	1.3373e+00	4.5663e-01	3.5422e+00
PPFIBP2	8	7919	27	21170	7.0460e-01	7.9211e-01	3.1087e-01	1.7933e+00
PPHLN1	1	7926	7	21190	6.9163e-01	3.8197e-01	8.4770e-03	2.9736e+00
PPIA	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
PPIAL4A	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
PPIAL4C	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
PPIAL4D	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
PPIAL4G	0	7927	9	21188	1.2555e-01	0.0000e+00	0.0000e+00	1.3545e+00
PPIAL4H	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
PPIAP46	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
PPIB	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
PPIC	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
PPID	13	7914	18	21179	7.1103e-02	1.9328e+00	8.7018e-01	4.1745e+00
PPIE	3	7924	6	21191	7.1144e-01	1.3371e+00	2.1633e-01	6.2630e+00
PPIF	2	7925	10	21187	5.3179e-01	5.3468e-01	5.6955e-02	2.5099e+00
PPIG	4	7923	4	21193	2.2544e-01	2.6748e+00	4.9807e-01	1.4363e+01
PPIH	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
PPIL1	0	7927	6	21191	1.9913e-01	0.0000e+00	0.0000e+00	2.2710e+00
PPIL2	6	7921	5	21192	8.1086e-02	3.2103e+00	8.1606e-01	1.3297e+01
PPIL3	4	7923	3	21194	9.2831e-02	3.5665e+00	6.0322e-01	2.4352e+01
PPIL4	2	7925	15	21182	1.8260e-01	3.5636e-01	3.9538e-02	1.5330e+00
PPIL6	5	7922	8	21189	3.5909e-01	1.6717e+00	4.3013e-01	5.7984e+00
PPIP5K1	2	7925	1	21196	1.8191e-01	5.3488e+00	2.7841e-01	3.1496e+02
PPIP5K2	17	7910	21	21176	2.6584e-02	2.1672e+00	1.0730e+00	4.3153e+00
PPL	23	7904	39	21158	8.6829e-02	1.5786e+00	8.9949e-01	2.7116e+00
PPM1B	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
PPM1D	3	7924	11	21186	7.7080e-01	7.2920e-01	1.3060e-01	2.7613e+00
PPM1E	5	7922	3	21194	3.8935e-02	4.4585e+00	8.6721e-01	2.8735e+01
PPM1F	0	7927	5	21192	3.3246e-01	0.0000e+00	0.0000e+00	2.9181e+00
PPM1G	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
PPM1J	6	7921	13	21184	6.1541e-01	1.2344e+00	3.8456e-01	3.4822e+00
PPM1K	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
PPM1L	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
PPM1N	7	7920	11	21186	2.9058e-01	1.7022e+00	5.5931e-01	4.8102e+00
PPME1	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
PPOX	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
PPP1CA	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
PPP1CC	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
PPP1R10	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
PPP1R11	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
PPP1R12A	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
PPP1R12B	4	7923	14	21183	7.9412e-01	7.6391e-01	1.8305e-01	2.4333e+00
PPP1R12C	1	7926	8	21189	4.5964e-01	3.3416e-01	7.5338e-03	2.4932e+00
PPP1R13B	4	7923	1	21196	2.1456e-02	1.0700e+01	1.0587e+00	5.2550e+02
PPP1R13L	5	7922	14	21183	1.0000e+00	9.5500e-01	2.6910e-01	2.8070e+00
PPP1R14A	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
PPP1R14B	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
PPP1R14C	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
PPP1R14D	5	7922	7	21190	3.2785e-01	1.9107e+00	4.7801e-01	6.9949e+00
PPP1R15A	13	7914	18	21179	7.1103e-02	1.9328e+00	8.7018e-01	4.1745e+00
PPP1R15B	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
PPP1R16A	3	7924	10	21187	1.0000e+00	8.0215e-01	1.4179e-01	3.1165e+00
PPP1R16B	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
PPP1R17	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
PPP1R18	4	7923	4	21193	2.2544e-01	2.6748e+00	4.9807e-01	1.4363e+01
PPP1R1B	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
PPP1R1C	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
PPP1R2	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
PPP1R21	7	7920	6	21191	5.4092e-02	3.1214e+00	8.9794e-01	1.1244e+01
PPP1R26	5	7922	4	21193	6.8267e-02	3.3437e+00	7.1951e-01	1.6853e+01
PPP1R27	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
PPP1R2B	4	7923	10	21187	1.0000e+00	1.0696e+00	2.4480e-01	3.7097e+00
PPP1R2C	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
PPP1R32	8	7919	17	21180	6.5305e-01	1.2586e+00	4.6991e-01	3.0784e+00
PPP1R35	3	7924	10	21187	1.0000e+00	8.0215e-01	1.4179e-01	3.1165e+00
PPP1R36	5	7922	13	21184	1.0000e+00	1.0285e+00	2.8699e-01	3.0753e+00
PPP1R37	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
PPP1R3A	6	7921	15	21182	8.1149e-01	1.0697e+00	3.3988e-01	2.9188e+00
PPP1R3B	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
PPP1R3C	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
PPP1R3D	5	7922	5	21192	1.4838e-01	2.6750e+00	6.1544e-01	1.1624e+01
PPP1R3E	0	7927	6	21191	1.9913e-01	0.0000e+00	0.0000e+00	2.2710e+00
PPP1R3F	0	7927	6	21191	1.9913e-01	0.0000e+00	0.0000e+00	2.2710e+00
PPP1R3G	3	7924	7	21190	7.3748e-01	1.1460e+00	1.9119e-01	5.0216e+00
PPP1R42	2	7925	6	21191	1.0000e+00	8.9132e-01	8.7956e-02	4.9859e+00
PPP1R7	2	7925	0	21197	7.4076e-02	Infinity	5.0223e-01	Infinity
PPP1R8	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
PPP1R9A	2	7925	6	21191	1.0000e+00	8.9132e-01	8.7956e-02	4.9859e+00
PPP2CB	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
PPP2R1B	10	7917	23	21174	6.9692e-01	1.1628e+00	4.9377e-01	2.5416e+00
PPP2R2A	2	7925	1	21196	1.8191e-01	5.3488e+00	2.7841e-01	3.1496e+02
PPP2R2B	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
PPP2R2B-IT1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
PPP2R2C	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
PPP2R3A	2	7925	12	21185	3.7655e-01	4.4553e-01	4.8423e-02	2.0019e+00
PPP2R3B	4	7923	14	21183	7.9412e-01	7.6391e-01	1.8305e-01	2.4333e+00
PPP2R3C	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
PPP2R5A	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
PPP2R5B	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
PPP2R5C	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
PPP2R5D	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
PPP2R5E	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
PPP3CB	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
PPP3CB-AS1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
PPP3CC	2	7925	7	21190	1.0000e+00	7.6397e-01	7.7418e-02	4.0135e+00
PPP3R2	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
PPP4C	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
PPP4R1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
PPP4R2	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
PPP4R3A	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
PPP4R3B	2	7925	1	21196	1.8191e-01	5.3488e+00	2.7841e-01	3.1496e+02
PPP4R3C	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
PPP4R4	1	7926	8	21189	4.5964e-01	3.3416e-01	7.5338e-03	2.4932e+00
PPP5C	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
PPP6C	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
PPP6R1	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
PPP6R2	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
PPP6R3	3	7924	3	21194	3.5461e-01	2.6746e+00	3.5815e-01	1.9972e+01
PPRC1	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
PPT1	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
PPT2	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
PPT2-EGFL8	1	7926	7	21190	6.9163e-01	3.8197e-01	8.4770e-03	2.9736e+00
PPWD1	1	7926	11	21186	1.9986e-01	2.4300e-01	5.6485e-03	1.6724e+00
PPY	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
PQBP1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
PQLC1	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
PQLC2	0	7927	9	21188	1.2555e-01	0.0000e+00	0.0000e+00	1.3545e+00
PQLC3	5	7922	11	21186	7.7925e-01	1.2156e+00	3.3100e-01	3.7968e+00
PRAC1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
PRAC2	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
PRADC1	6	7921	5	21192	8.1086e-02	3.2103e+00	8.1606e-01	1.3297e+01
PRAG1	1	7926	12	21185	2.0770e-01	2.2274e-01	5.2136e-03	1.5059e+00
PRAM1	3	7924	11	21186	7.7080e-01	7.2920e-01	1.3060e-01	2.7613e+00
PRAME	3	7924	11	21186	7.7080e-01	7.2920e-01	1.3060e-01	2.7613e+00
PRAMEF1	4	7923	8	21189	7.4573e-01	1.3372e+00	2.9458e-01	4.9929e+00
PRAMEF10	5	7922	14	21183	1.0000e+00	9.5500e-01	2.6910e-01	2.8070e+00
