gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	fisher.p_value	fisher.odds_ratio	fisher.ci_95_lower	fisher.ci_95_upper
DNASE2	17	7910	30	21167	1.8879e-01	1.5164e+00	7.8408e-01	2.8410e+00
DNASE2B	6	7921	25	21172	4.2071e-01	6.4147e-01	2.1517e-01	1.6027e+00
DND1	8	7919	43	21154	8.1681e-02	4.9698e-01	2.0175e-01	1.0700e+00
DNER	31	7896	71	21126	5.0363e-01	1.1682e+00	7.3961e-01	1.8067e+00
DNHD1	128	7799	379	20818	3.3890e-01	9.0152e-01	7.3070e-01	1.1063e+00
DNLZ	11	7916	28	21169	8.5848e-01	1.0506e+00	4.7171e-01	2.1781e+00
DNM1	23	7904	45	21152	2.2127e-01	1.3678e+00	7.8931e-01	2.3106e+00
DNM1L	18	7909	43	21154	6.6761e-01	1.1196e+00	6.0744e-01	1.9839e+00
DNM2	43	7884	128	21069	6.0526e-01	8.9776e-01	6.1955e-01	1.2787e+00
DNM3	30	7897	84	21113	9.1611e-01	9.5486e-01	6.0688e-01	1.4657e+00
DNMBP	54	7873	137	21060	7.4448e-01	1.0544e+00	7.5397e-01	1.4564e+00
DNMT1	76	7851	174	21023	2.5418e-01	1.1696e+00	8.8014e-01	1.5419e+00
DNMT3A	32	7895	74	21123	5.1198e-01	1.1569e+00	7.3870e-01	1.7755e+00
DNMT3B	39	7888	97	21100	6.9978e-01	1.0755e+00	7.2121e-01	1.5763e+00
DNMT3L	6	7921	26	21171	3.2663e-01	6.1678e-01	2.0752e-01	1.5331e+00
DNPEP	14	7913	38	21159	1.0000e+00	9.8514e-01	4.9277e-01	1.8612e+00
DNPH1	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
DNTT	19	7908	40	21157	3.8216e-01	1.2708e+00	6.9471e-01	2.2476e+00
DNTTIP1	5	7922	25	21172	2.2390e-01	5.3451e-01	1.5975e-01	1.4222e+00
DNTTIP2	17	7910	54	21143	5.9514e-01	8.4149e-01	4.5703e-01	1.4751e+00
DOC2A	33	7894	64	21133	1.3777e-01	1.3804e+00	8.7761e-01	2.1347e+00
DOC2B	22	7905	58	21139	1.0000e+00	1.0143e+00	5.9074e-01	1.6842e+00
DOCK1	85	7842	180	21017	8.2779e-02	1.2656e+00	9.6476e-01	1.6493e+00
DOCK10	72	7855	149	21048	8.0714e-02	1.2948e+00	9.6220e-01	1.7289e+00
DOCK11	17	7910	77	21120	4.8309e-02	5.8948e-01	3.2652e-01	1.0069e+00
DOCK2	74	7853	184	21013	6.2286e-01	1.0761e+00	8.0922e-01	1.4187e+00
DOCK3	51	7876	157	21040	4.3426e-01	8.6779e-01	6.1919e-01	1.1986e+00
DOCK4	52	7875	173	21024	1.7620e-01	8.0247e-01	5.7621e-01	1.1012e+00
DOCK5	60	7867	146	21051	5.3038e-01	1.0997e+00	7.9929e-01	1.4968e+00
DOCK6	93	7834	211	20986	1.9502e-01	1.1807e+00	9.1366e-01	1.5162e+00
DOCK7	54	7873	129	21068	5.0510e-01	1.1202e+00	7.9885e-01	1.5523e+00
DOCK8	80	7847	200	20997	6.3674e-01	1.0703e+00	8.1419e-01	1.3958e+00
DOCK9	54	7873	188	21009	9.5046e-02	7.6650e-01	5.5484e-01	1.0437e+00
DOHH	22	7905	61	21136	1.0000e+00	9.6428e-01	5.6341e-01	1.5943e+00
DOK1	11	7916	49	21148	1.4612e-01	5.9972e-01	2.8104e-01	1.1698e+00
DOK2	20	7907	35	21162	1.3092e-01	1.5293e+00	8.3600e-01	2.7254e+00
DOK3	21	7906	74	21123	2.9933e-01	7.5822e-01	4.4315e-01	1.2458e+00
DOK4	22	7905	50	21147	5.0960e-01	1.1770e+00	6.7829e-01	1.9813e+00
DOK5	9	7918	23	21174	8.4527e-01	1.0464e+00	4.2597e-01	2.3487e+00
DOK6	11	7916	36	21161	6.2580e-01	8.1682e-01	3.7484e-01	1.6413e+00
DOK7	39	7888	111	21086	7.8318e-01	9.3923e-01	6.3410e-01	1.3654e+00
DOLK	25	7902	43	21154	1.0035e-01	1.5564e+00	9.1033e-01	2.6085e+00
DOLPP1	9	7918	28	21169	8.5362e-01	8.5936e-01	3.5660e-01	1.8743e+00
DONSON	18	7909	44	21153	7.7532e-01	1.0941e+00	5.9469e-01	1.9341e+00
DOP1A	61	7866	136	21061	2.6057e-01	1.2009e+00	8.7187e-01	1.6380e+00
DOP1B	96	7831	274	20923	5.9740e-01	9.3611e-01	7.3296e-01	1.1871e+00
DOT1L	93	7834	293	20904	1.8534e-01	8.4697e-01	6.6238e-01	1.0747e+00
DPAGT1	11	7916	28	21169	8.5848e-01	1.0506e+00	4.7171e-01	2.1781e+00
DPCD	2	7925	18	21179	1.2779e-01	2.9693e-01	3.3401e-02	1.2407e+00
DPEP1	27	7900	62	21135	5.5081e-01	1.1650e+00	7.1208e-01	1.8601e+00
DPEP2	11	7916	41	21156	4.3510e-01	7.1706e-01	3.3220e-01	1.4213e+00
DPEP2NB	3	7924	10	21187	1.0000e+00	8.0215e-01	1.4179e-01	3.1165e+00
DPEP3	22	7905	49	21148	5.0449e-01	1.2011e+00	6.9109e-01	2.0260e+00
DPF1	13	7914	46	21151	4.6409e-01	7.5532e-01	3.7415e-01	1.4228e+00
DPF2	15	7912	29	21168	3.1097e-01	1.3838e+00	6.8914e-01	2.6685e+00
DPF3	15	7912	45	21152	7.7293e-01	8.9114e-01	4.6113e-01	1.6299e+00
DPH1	19	7908	42	21155	4.7431e-01	1.2101e+00	6.6432e-01	2.1286e+00
DPH2	17	7910	39	21158	6.5203e-01	1.1659e+00	6.1808e-01	2.1115e+00
DPH3	2	7925	8	21189	1.0000e+00	6.6846e-01	6.9135e-02	3.3505e+00
DPH5	5	7922	15	21182	1.0000e+00	8.9128e-01	2.5334e-01	2.5810e+00
DPH6	6	7921	16	21181	1.0000e+00	1.0028e+00	3.2126e-01	2.6990e+00
DPH7	21	7906	46	21151	4.9180e-01	1.2214e+00	6.9184e-01	2.0899e+00
DPM1	17	7910	32	21165	2.6065e-01	1.4215e+00	7.3989e-01	2.6391e+00
DPM2	3	7924	9	21188	1.0000e+00	8.9131e-01	1.5515e-01	3.5728e+00
DPM3	4	7923	5	21192	2.6678e-01	2.1398e+00	4.2447e-01	9.9453e+00
DPP10	26	7901	55	21142	3.1908e-01	1.2650e+00	7.6084e-01	2.0534e+00
DPP3	25	7902	61	21136	7.1613e-01	1.0962e+00	6.5884e-01	1.7740e+00
DPP4	12	7915	48	21149	2.4616e-01	6.6804e-01	3.2281e-01	1.2774e+00
DPP6	42	7885	101	21096	5.7228e-01	1.1126e+00	7.5640e-01	1.6111e+00
DPP7	40	7887	77	21120	9.5894e-02	1.3911e+00	9.2396e-01	2.0660e+00
DPP8	28	7899	67	21130	6.4434e-01	1.1179e+00	6.9177e-01	1.7634e+00
DPP9	57	7870	162	21035	7.6054e-01	9.4043e-01	6.8206e-01	1.2807e+00
DPPA2	8	7919	30	21167	4.6870e-01	7.1281e-01	2.8223e-01	1.5923e+00
DPPA3	0	7927	7	21190	2.0099e-01	0.0000e+00	0.0000e+00	1.8552e+00
DPPA4	14	7913	21	21176	1.2597e-01	1.7840e+00	8.3864e-01	3.6806e+00
DPPA5	2	7925	9	21188	7.3798e-01	5.9411e-01	6.2454e-02	2.8714e+00
DPRX	4	7923	9	21188	7.5943e-01	1.1885e+00	2.6738e-01	4.2597e+00
DPT	8	7919	24	21173	1.0000e+00	8.9124e-01	3.4597e-01	2.0516e+00
DPY19L1	29	7898	63	21134	3.4945e-01	1.2318e+00	7.6421e-01	1.9427e+00
DPY19L2	26	7901	63	21134	7.2046e-01	1.1039e+00	6.7032e-01	1.7704e+00
DPY19L3	24	7903	74	21123	6.4928e-01	8.6686e-01	5.2260e-01	1.3911e+00
DPY19L4	18	7909	41	21156	5.6002e-01	1.1743e+00	6.3461e-01	2.0919e+00
DPY30	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
DPYD	31	7896	79	21118	8.3023e-01	1.0495e+00	6.6882e-01	1.6101e+00
DPYS	26	7901	48	21149	1.4927e-01	1.4499e+00	8.6283e-01	2.3861e+00
DPYSL2	24	7903	59	21138	7.1216e-01	1.0880e+00	6.4680e-01	1.7775e+00
DPYSL3	23	7904	60	21137	9.0211e-01	1.0251e+00	6.0440e-01	1.6843e+00
DPYSL4	34	7893	96	21101	8.4378e-01	9.4683e-01	6.2008e-01	1.4148e+00
DPYSL5	25	7902	55	21142	4.5026e-01	1.2162e+00	7.2564e-01	1.9863e+00
DQX1	15	7912	39	21158	8.7961e-01	1.0285e+00	5.2641e-01	1.9096e+00
DR1	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
DRAM1	16	7911	33	21164	4.2188e-01	1.2971e+00	6.6627e-01	2.4259e+00
DRAM2	7	7920	20	21177	1.0000e+00	9.3585e-01	3.3422e-01	2.3051e+00
DRAP1	18	7909	33	21164	2.0808e-01	1.4596e+00	7.7333e-01	2.6703e+00
DRAXIN	10	7917	46	21151	1.3313e-01	5.8077e-01	2.6119e-01	1.1675e+00
DRC1	16	7911	54	21143	5.0152e-01	7.9190e-01	4.2278e-01	1.4055e+00
DRC3	24	7903	54	21143	5.2402e-01	1.1890e+00	7.0244e-01	1.9582e+00
DRC7	40	7887	97	21100	6.3048e-01	1.1032e+00	7.4281e-01	1.6116e+00
DRD1	16	7911	40	21157	8.8055e-01	1.0698e+00	5.5894e-01	1.9547e+00
DRD2	19	7908	57	21140	7.9635e-01	8.9109e-01	5.0025e-01	1.5216e+00
DRD3	15	7912	49	21148	5.7494e-01	8.1825e-01	4.2592e-01	1.4846e+00
DRD4	47	7880	83	21114	2.9232e-02	1.5173e+00	1.0366e+00	2.1979e+00
DRD5	29	7898	61	21136	2.8689e-01	1.2723e+00	7.8757e-01	2.0123e+00
DRG1	7	7920	18	21179	1.0000e+00	1.0399e+00	3.6696e-01	2.6106e+00
DRG2	10	7917	42	21155	2.1558e-01	6.3619e-01	2.8449e-01	1.2893e+00
DRGX	13	7914	29	21168	6.0361e-01	1.1990e+00	5.7187e-01	2.3816e+00
DRICH1	7	7920	30	21167	3.5469e-01	6.2359e-01	2.3110e-01	1.4497e+00
DROSHA	45	7882	122	21075	1.0000e+00	9.8624e-01	6.8384e-01	1.4003e+00
DRP2	13	7914	34	21163	1.0000e+00	1.0225e+00	4.9489e-01	1.9889e+00
DSC1	26	7901	69	21128	1.0000e+00	1.0076e+00	6.1541e-01	1.6042e+00
DSC2	17	7910	60	21137	3.6973e-01	7.5714e-01	4.1389e-01	1.3159e+00
DSC3	28	7899	78	21119	9.1324e-01	9.5980e-01	5.9935e-01	1.4966e+00
DSCAM	88	7839	223	20974	6.5442e-01	1.0558e+00	8.1423e-01	1.3592e+00
DSCAML1	94	7833	276	20921	4.4544e-01	9.0965e-01	7.1094e-01	1.1554e+00
DSCC1	8	7919	32	21165	3.7565e-01	6.6821e-01	2.6592e-01	1.4814e+00
DSE	35	7892	83	21114	5.3550e-01	1.1281e+00	7.3673e-01	1.6953e+00
DSEL	32	7895	92	21105	7.6268e-01	9.2982e-01	6.0101e-01	1.4053e+00
DSG1	32	7895	104	21093	3.8479e-01	8.2207e-01	5.3457e-01	1.2334e+00
DSG2	32	7895	83	21114	9.1641e-01	1.0311e+00	6.6279e-01	1.5691e+00
DSG3	36	7891	72	21125	1.5939e-01	1.3385e+00	8.7054e-01	2.0256e+00
DSG4	23	7904	93	21104	7.5938e-02	6.6037e-01	3.9883e-01	1.0522e+00
DSN1	14	7913	21	21176	1.2597e-01	1.7840e+00	8.3864e-01	3.6806e+00
DSP	89	7838	201	20996	1.8503e-01	1.1861e+00	9.1226e-01	1.5319e+00
DSPP	18	7909	60	21137	4.4743e-01	8.0177e-01	4.4518e-01	1.3776e+00
DST	150	7777	390	20807	7.6976e-01	1.0290e+00	8.4507e-01	1.2477e+00
DSTN	3	7924	4	21193	3.9903e-01	2.0059e+00	2.9378e-01	1.1860e+01
DSTYK	24	7903	67	21130	9.0665e-01	9.5776e-01	5.7400e-01	1.5484e+00
DTD1	2	7925	9	21188	7.3798e-01	5.9411e-01	6.2454e-02	2.8714e+00
DTD2	3	7924	2	21195	1.2826e-01	4.0119e+00	4.5949e-01	4.8037e+01
DTHD1	19	7908	53	21144	1.0000e+00	9.5854e-01	5.3552e-01	1.6471e+00
DTL	18	7909	44	21153	7.7532e-01	1.0941e+00	5.9469e-01	1.9341e+00
DTNA	21	7906	60	21137	9.0062e-01	9.3574e-01	5.4024e-01	1.5621e+00
DTNB	19	7908	57	21140	7.9635e-01	8.9109e-01	5.0025e-01	1.5216e+00
DTNBP1	8	7919	36	21161	2.3456e-01	5.9380e-01	2.3833e-01	1.2999e+00
DTWD1	6	7921	19	21178	8.2522e-01	8.4432e-01	2.7587e-01	2.2000e+00
DTWD2	11	7916	18	21179	2.1112e-01	1.6350e+00	6.9748e-01	3.6572e+00
DTX1	29	7898	73	21124	8.2364e-01	1.0625e+00	6.6552e-01	1.6559e+00
DTX2	34	7893	88	21109	8.3924e-01	1.0333e+00	6.7362e-01	1.5526e+00
DTX3	13	7914	38	21159	8.7562e-01	9.1466e-01	4.4683e-01	1.7564e+00
DTX3L	12	7915	59	21138	6.0545e-02	5.4317e-01	2.6562e-01	1.0220e+00
DTX4	33	7894	64	21133	1.3777e-01	1.3804e+00	8.7761e-01	2.1347e+00
DTYMK	4	7923	23	21174	1.9435e-01	4.6478e-01	1.1680e-01	1.3609e+00
DUOX1	57	7870	148	21049	8.7487e-01	1.0301e+00	7.4432e-01	1.4089e+00
DUOX2	70	7857	151	21046	1.4917e-01	1.2418e+00	9.2045e-01	1.6614e+00
DUOXA1	20	7907	41	21156	3.1676e-01	1.3052e+00	7.2393e-01	2.2810e+00
DUOXA2	5	7922	31	21166	9.0234e-02	4.3094e-01	1.3078e-01	1.1184e+00
DUPD1	10	7917	20	21177	4.1986e-01	1.3374e+00	5.5883e-01	2.9952e+00
DUS1L	19	7908	71	21126	2.3510e-01	7.1493e-01	4.0652e-01	1.2005e+00
DUS2	6	7921	24	21173	5.3771e-01	6.6829e-01	2.2335e-01	1.6789e+00
DUS3L	38	7889	74	21123	1.1147e-01	1.3749e+00	9.0363e-01	2.0617e+00
DUS4L	3	7924	18	21179	2.2606e-01	4.4546e-01	8.4030e-02	1.5265e+00
DUSP1	12	7915	51	21146	1.5830e-01	6.2860e-01	3.0492e-01	1.1960e+00
DUSP10	19	7908	53	21144	1.0000e+00	9.5854e-01	5.3552e-01	1.6471e+00
DUSP11	13	7914	27	21170	4.7759e-01	1.2880e+00	6.0981e-01	2.5850e+00
DUSP12	11	7916	11	21186	2.7576e-02	2.6762e+00	1.0517e+00	6.8101e+00
DUSP13	8	7919	29	21168	5.7949e-01	7.3742e-01	2.9115e-01	1.6542e+00
DUSP14	6	7921	11	21186	4.2514e-01	1.4589e+00	4.4285e-01	4.3048e+00
DUSP15	13	7914	33	21164	8.6894e-01	1.0535e+00	5.0860e-01	2.0570e+00
DUSP16	29	7898	63	21134	3.4945e-01	1.2318e+00	7.6421e-01	1.9427e+00
DUSP18	5	7922	21	21176	5.0843e-01	6.3642e-01	1.8745e-01	1.7352e+00
DUSP19	3	7924	12	21185	7.7253e-01	6.6842e-01	1.2101e-01	2.4776e+00
DUSP2	20	7907	34	21163	1.2471e-01	1.5744e+00	8.5818e-01	2.8166e+00
DUSP21	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
DUSP22	7	7920	48	21149	1.4600e-02	3.8946e-01	1.4862e-01	8.6613e-01
DUSP23	6	7921	15	21182	8.1149e-01	1.0697e+00	3.3988e-01	2.9188e+00
DUSP26	5	7922	22	21175	3.9040e-01	6.0747e-01	1.7967e-01	1.6448e+00
DUSP27	36	7891	120	21077	2.7905e-01	8.0132e-01	5.3563e-01	1.1728e+00
DUSP28	12	7915	26	21171	5.8449e-01	1.2345e+00	5.6721e-01	2.5360e+00
DUSP3	11	7916	33	21164	8.6589e-01	8.9120e-01	4.0613e-01	1.8087e+00
DUSP4	16	7911	36	21161	5.3657e-01	1.1888e+00	6.1557e-01	2.1992e+00
DUSP5	26	7901	63	21134	7.2046e-01	1.1039e+00	6.7032e-01	1.7704e+00
DUSP6	19	7908	28	21169	4.8787e-02	1.8164e+00	9.5807e-01	3.3724e+00
DUSP7	27	7900	63	21134	5.5399e-01	1.1465e+00	7.0151e-01	1.8279e+00
DUSP8	40	7887	114	21083	7.8570e-01	9.3794e-01	6.3663e-01	1.3569e+00
DUSP9	7	7920	36	21161	1.2342e-01	5.1952e-01	1.9502e-01	1.1844e+00
DUT	12	7915	27	21170	5.9284e-01	1.1887e+00	5.4829e-01	2.4280e+00
DUX4	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
DUXA	9	7918	17	21180	3.8401e-01	1.4161e+00	5.5597e-01	3.3604e+00
DUXB	14	7913	19	21178	7.5361e-02	1.9721e+00	9.1442e-01	4.1503e+00
DVL1	46	7881	137	21060	5.6056e-01	8.9726e-01	6.2734e-01	1.2629e+00
DVL2	34	7893	84	21113	6.7951e-01	1.0827e+00	7.0402e-01	1.6321e+00
DVL3	22	7905	59	21138	1.0000e+00	9.9709e-01	5.8137e-01	1.6531e+00
DWORF	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
DXO	14	7913	26	21171	2.8663e-01	1.4406e+00	6.9495e-01	2.8637e+00
DYDC1	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
DYDC2	10	7917	17	21180	2.7928e-01	1.5737e+00	6.4365e-01	3.6408e+00
DYM	21	7906	50	21147	6.8887e-01	1.1234e+00	6.4050e-01	1.9063e+00
DYNAP	10	7917	15	21182	1.7620e-01	1.7836e+00	7.1626e-01	4.2461e+00
DYNC1H1	156	7771	406	20791	7.7409e-01	1.0280e+00	8.4756e-01	1.2419e+00
DYNC1I1	15	7912	51	21146	4.8938e-01	7.8609e-01	4.1026e-01	1.4212e+00
DYNC1I2	19	7908	18	21179	2.3983e-03	2.8268e+00	1.4035e+00	5.7148e+00
DYNC1LI1	14	7913	33	21164	7.4293e-01	1.1347e+00	5.6070e-01	2.1803e+00
DYNC1LI2	20	7907	60	21137	7.0761e-01	8.9107e-01	5.0838e-01	1.5007e+00
DYNC2H1	91	7836	216	20981	3.3414e-01	1.1280e+00	8.7180e-01	1.4497e+00
DYNC2LI1	8	7919	21	21176	1.0000e+00	1.0187e+00	3.9003e-01	2.3953e+00
DYNLL1	4	7923	6	21191	4.7567e-01	1.7830e+00	3.6998e-01	7.5212e+00
DYNLL2	4	7923	14	21183	7.9412e-01	7.6391e-01	1.8305e-01	2.4333e+00
DYNLRB1	3	7924	5	21192	4.5607e-01	1.6046e+00	2.4912e-01	8.2498e+00
DYNLRB2	6	7921	8	21189	2.2762e-01	2.0063e+00	5.7357e-01	6.5967e+00
DYNLT1	5	7922	11	21186	7.7925e-01	1.2156e+00	3.3100e-01	3.7968e+00
DYNLT3	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
DYRK1A	30	7897	64	21133	2.9820e-01	1.2544e+00	7.8407e-01	1.9660e+00
DYRK1B	26	7901	76	21121	7.3943e-01	9.1452e-01	5.6172e-01	1.4456e+00
DYRK2	29	7898	66	21131	4.8861e-01	1.1756e+00	7.3166e-01	1.8469e+00
DYRK3	14	7913	38	21159	1.0000e+00	9.8514e-01	4.9277e-01	1.8612e+00
DYRK4	13	7914	36	21161	1.0000e+00	9.6554e-01	4.6964e-01	1.8656e+00
DYSF	116	7811	229	20968	8.7775e-03	1.3598e+00	1.0763e+00	1.7102e+00
DYTN	16	7911	42	21155	1.0000e+00	1.0187e+00	5.3433e-01	1.8516e+00
DZANK1	29	7898	69	21128	5.7186e-01	1.1243e+00	7.0179e-01	1.7600e+00
DZIP1	35	7892	65	21132	9.0846e-02	1.4418e+00	9.2681e-01	2.2092e+00
DZIP1L	31	7896	60	21137	1.5648e-01	1.3831e+00	8.6567e-01	2.1700e+00
DZIP3	27	7900	69	21128	8.1909e-01	1.0465e+00	6.4413e-01	1.6562e+00
E2F1	19	7908	46	21151	6.7818e-01	1.1047e+00	6.1089e-01	1.9244e+00
E2F2	30	7897	45	21152	1.8550e-02	1.7856e+00	1.0853e+00	2.8996e+00
E2F3	14	7913	42	21155	7.6609e-01	8.9115e-01	4.4923e-01	1.6657e+00
E2F4	14	7913	42	21155	7.6609e-01	8.9115e-01	4.4923e-01	1.6657e+00
E2F5	6	7921	38	21159	4.2316e-02	4.2178e-01	1.4570e-01	1.0062e+00
E2F6	10	7917	23	21174	6.9692e-01	1.1628e+00	4.9377e-01	2.5416e+00
E2F7	24	7903	65	21132	1.0000e+00	9.8729e-01	5.9060e-01	1.6000e+00
E2F8	25	7902	64	21133	9.0507e-01	1.0447e+00	6.2985e-01	1.6838e+00
E4F1	45	7882	151	21046	1.9767e-01	7.9575e-01	5.5668e-01	1.1179e+00
EAF1	6	7921	14	21183	8.0266e-01	1.1461e+00	3.6085e-01	3.1761e+00
EAF2	10	7917	10	21187	3.9826e-02	2.6760e+00	9.9920e-01	7.1657e+00
EAPP	9	7918	26	21171	1.0000e+00	9.2554e-01	3.8146e-01	2.0393e+00
EARS2	23	7904	52	21145	5.1649e-01	1.1832e+00	6.9069e-01	1.9695e+00
EBAG9	4	7923	17	21180	4.7284e-01	6.2898e-01	1.5393e-01	1.9292e+00
EBF1	23	7904	50	21147	4.2976e-01	1.2308e+00	7.1625e-01	2.0563e+00
EBF2	24	7903	59	21138	7.1216e-01	1.0880e+00	6.4680e-01	1.7775e+00
EBF3	28	7899	71	21126	8.2126e-01	1.0547e+00	6.5505e-01	1.6562e+00
EBF4	24	7903	95	21102	9.8082e-02	6.7459e-01	4.1178e-01	1.0656e+00
EBI3	7	7920	28	21169	4.4738e-01	6.6825e-01	2.4629e-01	1.5664e+00
EBLN1	8	7919	29	21168	5.7949e-01	7.3742e-01	2.9115e-01	1.6542e+00
EBLN2	4	7923	26	21171	1.0137e-01	4.1113e-01	1.0422e-01	1.1855e+00
EBNA1BP2	8	7919	32	21165	3.7565e-01	6.6821e-01	2.6592e-01	1.4814e+00
EBP	5	7922	22	21175	3.9040e-01	6.0747e-01	1.7967e-01	1.6448e+00
EBPL	7	7920	27	21170	4.4616e-01	6.9303e-01	2.5467e-01	1.6320e+00
ECD	15	7912	38	21159	8.7747e-01	1.0556e+00	5.3914e-01	1.9657e+00
ECE1	28	7899	88	21109	5.3061e-01	8.5031e-01	5.3449e-01	1.3152e+00
ECE2	24	7903	67	21130	9.0665e-01	9.5776e-01	5.7400e-01	1.5484e+00
ECEL1	31	7896	108	21089	2.1450e-01	7.6665e-01	4.9641e-01	1.1533e+00
ECH1	9	7918	22	21175	8.4055e-01	1.0940e+00	4.4323e-01	2.4733e+00
ECHDC1	13	7914	23	21174	2.6019e-01	1.5122e+00	7.0322e-01	3.1148e+00
ECHDC2	9	7918	26	21171	1.0000e+00	9.2554e-01	3.8146e-01	2.0393e+00
ECHDC3	21	7906	30	21167	3.9009e-02	1.8740e+00	1.0192e+00	3.3863e+00
ECHS1	14	7913	34	21163	7.4696e-01	1.1012e+00	5.4565e-01	2.1082e+00
ECI1	23	7904	53	21144	5.2190e-01	1.1609e+00	6.7858e-01	1.9287e+00
ECI2	6	7921	36	21161	8.0644e-02	4.4525e-01	1.5328e-01	1.0675e+00
ECM1	22	7905	48	21149	4.2179e-01	1.2263e+00	7.0440e-01	2.0726e+00
ECM2	15	7912	48	21149	6.7076e-01	8.3533e-01	4.3420e-01	1.5185e+00
ECPAS	68	7859	159	21038	3.6896e-01	1.1448e+00	8.4775e-01	1.5320e+00
ECSIT	21	7906	41	21156	2.5337e-01	1.3706e+00	7.6897e-01	2.3754e+00
ECT2	16	7911	46	21151	8.8699e-01	9.2996e-01	4.9114e-01	1.6747e+00
ECT2L	29	7898	64	21133	4.1397e-01	1.2125e+00	7.5305e-01	1.9097e+00
EDA	9	7918	19	21178	5.2990e-01	1.2670e+00	5.0461e-01	2.9403e+00
EDA2R	4	7923	24	21173	1.4105e-01	4.4539e-01	1.1228e-01	1.2970e+00
EDAR	28	7899	50	21147	9.7066e-02	1.4992e+00	9.0810e-01	2.4298e+00
EDARADD	5	7922	19	21178	6.4732e-01	7.0353e-01	2.0523e-01	1.9488e+00
EDC3	12	7915	29	21168	7.2848e-01	1.1066e+00	5.1407e-01	2.2373e+00
EDC4	63	7864	149	21048	4.3859e-01	1.1317e+00	8.2820e-01	1.5310e+00
EDDM13	13	7914	13	21184	1.3907e-02	2.6767e+00	1.1426e+00	6.2702e+00
EDDM3A	4	7923	21	21176	2.6407e-01	5.0909e-01	1.2701e-01	1.5095e+00
EDDM3B	4	7923	12	21185	1.0000e+00	8.9129e-01	2.0945e-01	2.9419e+00
EDEM1	25	7902	80	21117	5.0987e-01	8.3512e-01	5.1012e-01	1.3239e+00
EDEM2	25	7902	42	21155	7.3372e-02	1.5935e+00	9.3009e-01	2.6781e+00
EDEM3	30	7897	66	21131	3.6054e-01	1.2163e+00	7.6182e-01	1.9013e+00
EDF1	8	7919	15	21182	4.8136e-01	1.4266e+00	5.2360e-01	3.5860e+00
EDIL3	16	7911	36	21161	5.3657e-01	1.1888e+00	6.1557e-01	2.1992e+00
EDN1	2	7925	9	21188	7.3798e-01	5.9411e-01	6.2454e-02	2.8714e+00
EDN2	7	7920	25	21172	5.5823e-01	7.4853e-01	2.7326e-01	1.7811e+00
EDN3	8	7919	16	21181	4.9553e-01	1.3373e+00	4.9533e-01	3.3134e+00
EDNRA	10	7917	28	21169	1.0000e+00	9.5498e-01	4.1367e-01	2.0266e+00
EDNRB	20	7907	46	21151	5.8053e-01	1.1630e+00	6.5126e-01	2.0072e+00
EDRF1	41	7886	113	21084	9.2779e-01	9.7005e-01	6.6075e-01	1.3996e+00
EEA1	39	7888	76	21121	1.1515e-01	1.3740e+00	9.0830e-01	2.0493e+00
EED	13	7914	27	21170	4.7759e-01	1.2880e+00	6.0981e-01	2.5850e+00
EEF1A1	24	7903	67	21130	9.0665e-01	9.5776e-01	5.7400e-01	1.5484e+00
EEF1A2	42	7885	85	21112	1.6128e-01	1.3230e+00	8.9074e-01	1.9385e+00
EEF1AKMT1	11	7916	28	21169	8.5848e-01	1.0506e+00	4.7171e-01	2.1781e+00
EEF1AKMT2	3	7924	16	21181	3.1475e-01	5.0119e-01	9.3559e-02	1.7516e+00
EEF1AKMT3	4	7923	20	21177	3.5815e-01	5.3456e-01	1.3280e-01	1.5966e+00
EEF1AKMT4	11	7916	35	21162	7.4074e-01	8.4020e-01	3.8472e-01	1.6936e+00
EEF1AKNMT	25	7902	60	21137	6.2722e-01	1.1145e+00	6.6910e-01	1.8062e+00
EEF1B2	7	7920	16	21181	8.1473e-01	1.1700e+00	4.0691e-01	3.0072e+00
EEF1D	50	7877	103	21094	1.4461e-01	1.3000e+00	9.0719e-01	1.8416e+00
EEF1E1	1	7926	11	21186	1.9986e-01	2.4300e-01	5.6485e-03	1.6724e+00
EEF1G	5	7922	32	21165	6.5066e-02	4.1748e-01	1.2694e-01	1.0799e+00
EEF2	80	7847	200	20997	6.3674e-01	1.0703e+00	8.1419e-01	1.3958e+00
EEF2K	58	7869	99	21098	8.8359e-03	1.5707e+00	1.1146e+00	2.1961e+00
EEF2KMT	17	7910	64	21133	2.5998e-01	7.0969e-01	3.8938e-01	1.2274e+00
EEFSEC	24	7903	54	21143	5.2402e-01	1.1890e+00	7.0244e-01	1.9582e+00
EEPD1	12	7915	56	21141	7.7431e-02	5.7235e-01	2.7906e-01	1.0810e+00
