gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	RES.test_statistic	RES.p_value	OR
DAP	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
DAP3	[2,0,0,1]	[4554,204,801,2055]	[4,2,0,0]	[7073,2073,3439,7259]	3.5323e-02	8.5092e-01	1.1435e+00
DAPK1	[20,2,0,3]	[4536,202,801,2053]	[16,9,2,22]	[7061,2066,3437,7237]	8.8272e-01	3.4746e-01	1.3278e+00
DAPK2	[3,0,0,3]	[4553,204,801,2053]	[1,1,0,3]	[7076,2074,3439,7256]	3.0731e+00	7.9595e-02	3.6439e+00
DAPK3	[7,0,0,5]	[4549,204,801,2051]	[12,3,1,14]	[7065,2072,3438,7245]	2.0316e-02	8.8666e-01	9.8878e-01
DAPL1	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,0]	[7076,2074,3439,7259]	1.1103e-03	9.7342e-01	0.0000e+00
DAPP1	[1,0,0,0]	[4555,204,801,2056]	[1,1,0,2]	[7076,2074,3439,7257]	3.8258e-02	8.4493e-01	6.5936e-01
DARS	[1,0,0,2]	[4555,204,801,2054]	[8,3,0,5]	[7069,2072,3439,7254]	9.4130e-01	3.3194e-01	4.8077e-01
DARS2	[6,0,0,2]	[4550,204,801,2054]	[5,4,0,4]	[7072,2071,3439,7255]	5.7317e-01	4.4900e-01	1.6288e+00
DAW1	[1,0,0,0]	[4555,204,801,2056]	[4,0,1,8]	[7073,2075,3438,7251]	2.1412e+00	1.4339e-01	1.7269e-01
DAXX	[6,0,0,1]	[4550,204,801,2055]	[7,3,0,15]	[7070,2072,3439,7244]	3.1811e-01	5.7274e-01	7.0052e-01
DAZAP1	[2,0,0,1]	[4554,204,801,2055]	[3,5,0,7]	[7074,2070,3439,7252]	1.5171e-01	6.9691e-01	6.2999e-01
DAZAP2	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,5]	[7076,2074,3439,7254]	9.9770e-01	3.1787e-01	0.0000e+00
DAZL	[0,0,0,3]	[4556,204,801,2053]	[3,0,0,2]	[7074,2075,3439,7257]	3.1156e-02	8.5989e-01	1.4465e+00
DBF4	[1,0,0,4]	[4555,204,801,2052]	[11,2,1,8]	[7066,2073,3438,7251]	9.3845e-01	3.3268e-01	5.7804e-01
DBF4B	[4,0,0,2]	[4552,204,801,2054]	[9,1,0,9]	[7068,2074,3439,7250]	2.4270e-01	6.2226e-01	7.1250e-01
DBH	[4,0,0,1]	[4552,204,801,2055]	[6,3,1,10]	[7071,2072,3438,7249]	3.6303e-01	5.4683e-01	6.4046e-01
DBI	[1,0,0,1]	[4555,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	1.9205e+00	1.6580e-01	Infinity
DBN1	[4,0,1,2]	[4552,204,800,2054]	[10,5,1,5]	[7067,2070,3438,7254]	2.3804e-02	8.7739e-01	8.4899e-01
DBNDD1	[1,0,0,1]	[4555,204,801,2055]	[5,2,1,4]	[7072,2073,3438,7255]	6.7036e-01	4.1293e-01	4.3226e-01
DBNDD2	[2,0,0,2]	[4554,204,801,2054]	[3,5,1,6]	[7074,2070,3438,7253]	6.2294e-03	9.3709e-01	8.8498e-01
DBNL	[2,0,0,1]	[4554,204,801,2055]	[4,3,0,2]	[7073,2072,3439,7257]	2.1996e-02	8.8210e-01	8.7671e-01
DBP	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,1]	[7077,2074,3439,7258]	1.4206e-01	7.0624e-01	0.0000e+00
DBR1	[1,0,0,2]	[4555,204,801,2054]	[4,3,0,10]	[7073,2072,3439,7249]	5.4099e-01	4.6202e-01	5.3577e-01
DBT	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,0]	[7076,2074,3439,7259]	1.1103e-03	9.7342e-01	0.0000e+00
DBX1	[6,0,0,1]	[4550,204,801,2055]	[2,4,0,5]	[7075,2071,3439,7254]	8.6986e-01	3.5099e-01	1.9737e+00
DBX2	[2,0,0,1]	[4554,204,801,2055]	[3,3,0,6]	[7074,2072,3439,7253]	2.7999e-02	8.6711e-01	7.2103e-01
DCAF1	[19,0,0,6]	[4537,204,801,2050]	[15,6,2,17]	[7062,2069,3437,7242]	2.1034e+00	1.4697e-01	1.5418e+00
DCAF11	[1,0,0,0]	[4555,204,801,2056]	[0,1,0,1]	[7077,2074,3439,7258]	8.2874e-02	7.7344e-01	1.9610e+00
DCAF12	[2,0,0,0]	[4554,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	7.3382e-02	7.8647e-01	1.2119e+00
DCAF12L1	[3,0,0,4]	[4553,204,801,2052]	[1,3,1,5]	[7076,2072,3438,7254]	2.1393e+00	1.4357e-01	2.5328e+00
DCAF12L2	[1,0,0,2]	[4555,204,801,2054]	[11,1,1,4]	[7066,2074,3438,7255]	1.9051e+00	1.6751e-01	3.9599e-01
DCAF15	[4,2,0,2]	[4552,202,801,2054]	[12,6,2,15]	[7065,2069,3437,7244]	8.8837e-01	3.4592e-01	6.5079e-01
DCAF16	[5,0,0,0]	[4551,204,801,2056]	[2,1,0,1]	[7075,2074,3439,7258]	1.0922e+00	2.9599e-01	2.7830e+00
DCAF17	[0,0,0,2]	[4556,204,801,2054]	[4,2,2,9]	[7073,2073,3437,7250]	1.2705e+00	2.5967e-01	3.7893e-01
DCAF4	[4,0,0,0]	[4552,204,801,2056]	[3,1,0,5]	[7074,2074,3439,7254]	7.2426e-02	7.8784e-01	1.0276e+00
DCAF4L1	[5,0,0,2]	[4551,204,801,2054]	[12,5,3,5]	[7065,2070,3436,7254]	4.8233e-01	4.8737e-01	6.7447e-01
DCAF4L2	[1,0,0,1]	[4555,204,801,2055]	[3,1,0,2]	[7074,2074,3439,7257]	2.1309e-02	8.8394e-01	8.1339e-01
DCAF5	[7,0,0,2]	[4549,204,801,2054]	[10,3,1,8]	[7067,2072,3438,7251]	5.1082e-03	9.4302e-01	9.4739e-01
DCAF6	[4,1,0,1]	[4552,203,801,2055]	[11,3,2,6]	[7066,2072,3437,7253]	5.0714e-01	4.7638e-01	6.5637e-01
DCAF7	[3,0,0,1]	[4553,204,801,2055]	[2,1,0,1]	[7075,2074,3439,7258]	6.3214e-01	4.2657e-01	2.3824e+00
DCAF8L1	[4,0,0,3]	[4552,204,801,2053]	[5,3,1,9]	[7072,2072,3438,7250]	3.7225e-03	9.5135e-01	1.0839e+00
DCAF8L2	[3,0,0,0]	[4553,204,801,2056]	[6,0,0,7]	[7071,2075,3439,7252]	7.3649e-01	3.9079e-01	4.6837e-01
DCAKD	[1,0,0,3]	[4555,204,801,2053]	[2,6,0,4]	[7075,2069,3439,7255]	2.4535e-02	8.7553e-01	1.3374e+00
DCBLD2	[4,1,0,1]	[4552,203,801,2055]	[6,2,0,10]	[7071,2073,3439,7249]	2.8229e-03	9.5763e-01	8.7048e-01
DCC	[8,0,0,6]	[4548,204,801,2050]	[15,9,3,23]	[7062,2066,3436,7236]	4.4727e-01	5.0363e-01	7.7387e-01
DCD	[3,0,0,0]	[4553,204,801,2056]	[4,1,0,1]	[7073,2074,3439,7258]	1.0463e-01	7.4634e-01	9.7241e-01
DCDC1	[10,0,1,3]	[4546,204,800,2053]	[4,2,1,17]	[7073,2073,3438,7242]	1.2823e+00	2.5747e-01	1.6245e+00
DCDC2	[6,0,0,0]	[4550,204,801,2056]	[6,1,0,4]	[7071,2074,3439,7255]	8.1713e-03	9.2797e-01	1.0988e+00
DCDC2B	[1,0,0,2]	[4555,204,801,2054]	[3,1,0,2]	[7074,2074,3439,7257]	8.8178e-04	9.7631e-01	1.2704e+00
DCDC2C	[0,0,0,1]	[4556,204,801,2055]	[4,1,1,6]	[7073,2074,3438,7253]	1.4942e+00	2.2157e-01	2.4573e-01
DCHS1	[7,0,0,3]	[4549,204,801,2053]	[5,3,0,6]	[7072,2072,3439,7253]	1.3940e+00	2.3774e-01	1.8588e+00
DCHS2	[5,1,0,4]	[4551,203,801,2052]	[18,4,2,18]	[7059,2071,3437,7241]	1.7622e+00	1.8436e-01	6.0063e-01
DCK	[2,0,0,1]	[4554,204,801,2055]	[5,2,0,1]	[7072,2073,3439,7258]	8.7636e-03	9.2542e-01	8.4643e-01
DCLK1	[8,0,0,2]	[4548,204,801,2054]	[8,0,0,11]	[7069,2075,3439,7248]	2.1976e-02	8.8215e-01	1.1556e+00
DCLK2	[8,0,1,6]	[4548,204,800,2050]	[12,2,0,10]	[7065,2073,3439,7249]	9.7939e-01	3.2235e-01	1.4621e+00
DCLK3	[8,0,1,0]	[4548,204,800,2056]	[8,3,0,14]	[7069,2072,3439,7245]	1.4902e-02	9.0284e-01	8.7453e-01
DCLRE1A	[5,0,1,1]	[4551,204,800,2055]	[15,5,0,17]	[7062,2070,3439,7242]	2.9052e+00	8.8293e-02	4.5935e-01
DCLRE1B	[2,0,0,0]	[4554,204,801,2056]	[3,2,2,5]	[7074,2073,3437,7254]	4.9663e-01	4.8098e-01	4.2901e-01
DCLRE1C	[6,1,0,2]	[4550,203,801,2054]	[13,2,0,3]	[7064,2073,3439,7256]	1.7463e-02	8.9487e-01	1.0315e+00
DCN	[5,0,0,0]	[4551,204,801,2056]	[6,1,2,7]	[7071,2074,3437,7252]	1.5991e-01	6.8924e-01	6.9712e-01
DCP1A	[9,1,0,2]	[4547,203,801,2054]	[9,3,0,16]	[7068,2072,3439,7243]	1.8519e-03	9.6567e-01	1.0847e+00
DCP1B	[5,0,1,2]	[4551,204,800,2054]	[6,1,2,7]	[7071,2074,3437,7252]	6.4085e-02	8.0015e-01	1.2408e+00
DCP2	[4,0,0,0]	[4552,204,801,2056]	[4,5,1,6]	[7073,2070,3438,7253]	1.0090e-01	7.5076e-01	6.8975e-01
DCPS	[1,0,1,0]	[4555,204,800,2056]	[4,4,1,5]	[7073,2071,3438,7254]	6.2779e-01	4.2817e-01	4.4111e-01
DCST1	[1,0,0,0]	[4555,204,801,2056]	[4,2,0,11]	[7073,2073,3439,7248]	2.8964e+00	8.8780e-02	1.4570e-01
DCST2	[1,0,0,1]	[4555,204,801,2055]	[6,0,1,10]	[7071,2075,3438,7249]	2.2021e+00	1.3782e-01	2.9214e-01
DCSTAMP	[3,0,1,2]	[4553,204,800,2054]	[10,1,3,2]	[7067,2074,3436,7257]	2.2796e-02	8.7999e-01	8.3646e-01
DCT	[4,1,1,2]	[4552,203,800,2054]	[9,5,1,8]	[7068,2070,3438,7251]	1.4642e-02	9.0369e-01	9.6394e-01
DCTD	[1,0,0,0]	[4555,204,801,2056]	[3,1,0,2]	[7074,2074,3439,7257]	2.5905e-01	6.1077e-01	3.5652e-01
DCTN1	[8,0,0,2]	[4548,204,801,2054]	[11,1,1,11]	[7066,2074,3438,7248]	1.1341e-03	9.7313e-01	9.1591e-01
DCTN2	[3,0,0,1]	[4553,204,801,2055]	[2,1,0,9]	[7075,2074,3439,7250]	2.0082e-02	8.8731e-01	9.1080e-01
DCTN3	[0,1,0,0]	[4556,203,801,2056]	[1,1,0,0]	[7076,2074,3439,7259]	1.2449e-02	9.1116e-01	1.8931e+00
DCTN4	[2,1,1,4]	[4554,203,800,2052]	[7,3,0,4]	[7070,2072,3439,7255]	6.9154e-01	4.0564e-01	1.5561e+00
DCTN5	[0,0,0,0]	[4556,204,801,2056]	[1,3,0,1]	[7076,2072,3439,7258]	2.2166e-01	6.3778e-01	0.0000e+00
DCTPP1	[2,0,0,2]	[4554,204,801,2054]	[2,2,0,6]	[7075,2073,3439,7253]	5.1793e-05	9.9426e-01	1.2138e+00
DCUN1D1	[0,1,0,0]	[4556,203,801,2056]	[1,1,0,1]	[7076,2074,3439,7258]	1.4813e-01	7.0033e-01	1.2974e+00
DCUN1D2	[2,0,0,0]	[4554,204,801,2056]	[4,0,0,5]	[7073,2075,3439,7254]	3.9723e-01	5.2852e-01	4.5553e-01
DCUN1D3	[1,0,0,2]	[4555,204,801,2054]	[3,0,1,5]	[7074,2075,3438,7254]	1.7230e-02	8.9557e-01	8.7814e-01
DCUN1D4	[2,0,0,0]	[4554,204,801,2056]	[5,2,2,3]	[7072,2073,3437,7256]	8.0430e-01	3.6981e-01	3.8278e-01
DCUN1D5	[3,0,0,1]	[4553,204,801,2055]	[3,1,1,3]	[7074,2074,3438,7256]	5.3078e-05	9.9419e-01	1.2312e+00
DCX	[2,0,0,1]	[4554,204,801,2055]	[2,0,0,2]	[7075,2075,3439,7257]	5.0102e-02	8.2289e-01	1.6300e+00
DDA1	[0,0,1,0]	[4556,204,800,2056]	[0,1,0,1]	[7077,2074,3439,7258]	1.7876e-06	9.9893e-01	2.6144e+00
DDB1	[7,0,2,3]	[4549,204,799,2053]	[12,8,4,25]	[7065,2067,3435,7234]	8.1051e-01	3.6797e-01	7.0263e-01
DDB2	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	9.2358e-02	7.6120e-01	7.3022e-01
DDC	[0,0,0,1]	[4556,204,801,2055]	[1,2,1,10]	[7076,2073,3438,7249]	1.1650e+00	2.8044e-01	2.6240e-01
DDHD1	[3,0,0,2]	[4553,204,801,2054]	[6,0,0,7]	[7071,2075,3439,7252]	3.4447e-05	9.9532e-01	8.6863e-01
DDHD2	[3,0,0,0]	[4553,204,801,2056]	[5,2,0,3]	[7072,2073,3439,7256]	8.7082e-02	7.6792e-01	6.5179e-01
DDI1	[6,0,0,0]	[4550,204,801,2056]	[3,2,0,4]	[7074,2073,3439,7255]	2.7863e-01	5.9760e-01	1.6323e+00
DDI2	[3,1,0,2]	[4553,203,801,2054]	[2,4,0,4]	[7075,2071,3439,7255]	1.1915e+00	2.7503e-01	2.1231e+00
DDIAS	[5,0,0,2]	[4551,204,801,2054]	[7,4,2,12]	[7070,2071,3437,7247]	1.7852e-01	6.7265e-01	7.5072e-01
DDIT4	[3,1,0,3]	[4553,203,801,2053]	[2,0,1,1]	[7075,2075,3438,7258]	5.4072e+00	2.0054e-02	4.2552e+00
DDO	[2,0,0,2]	[4554,204,801,2054]	[5,0,1,5]	[7072,2075,3438,7254]	1.9916e-04	9.8874e-01	8.5365e-01
DDOST	[8,0,0,0]	[4548,204,801,2056]	[10,2,0,7]	[7067,2073,3439,7252]	1.3258e-02	9.0833e-01	8.6267e-01
DDR1	[3,0,0,5]	[4553,204,801,2051]	[18,9,0,18]	[7059,2066,3439,7241]	3.2499e+00	7.1426e-02	4.8309e-01
DDR2	[5,0,0,2]	[4551,204,801,2054]	[8,1,3,8]	[7069,2074,3436,7251]	3.8642e-02	8.4416e-01	8.2796e-01
DDRGK1	[2,0,0,2]	[4554,204,801,2054]	[3,1,1,2]	[7074,2074,3438,7257]	6.8496e-02	7.9354e-01	1.4649e+00
DDX1	[7,1,0,0]	[4549,203,801,2056]	[8,3,3,5]	[7069,2072,3436,7254]	3.1156e-02	8.5989e-01	1.0191e+00
DDX10	[4,0,0,1]	[4552,204,801,2055]	[12,1,0,4]	[7065,2074,3439,7255]	8.0856e-01	3.6855e-01	5.6605e-01
DDX11	[4,0,0,2]	[4552,204,801,2054]	[5,1,1,5]	[7072,2074,3438,7254]	6.4298e-03	9.3609e-01	1.1953e+00
DDX17	[7,3,2,3]	[4549,201,799,2053]	[16,4,2,8]	[7061,2071,3437,7251]	3.3124e-01	5.6493e-01	1.2494e+00
DDX18	[6,0,1,4]	[4550,204,800,2052]	[4,1,0,5]	[7073,2074,3439,7254]	4.4810e+00	3.4273e-02	2.7488e+00
DDX20	[1,0,0,1]	[4555,204,801,2055]	[7,0,1,11]	[7070,2075,3438,7248]	2.9239e+00	8.7276e-02	2.5872e-01
DDX21	[7,0,0,1]	[4549,204,801,2055]	[9,2,1,3]	[7068,2073,3438,7256]	6.0987e-05	9.9377e-01	1.1061e+00
DDX23	[2,1,0,0]	[4554,203,801,2056]	[3,1,0,6]	[7074,2074,3439,7253]	6.1936e-04	9.8015e-01	8.2164e-01
DDX24	[3,2,0,2]	[4553,202,801,2054]	[6,5,4,10]	[7071,2070,3435,7249]	5.7567e-04	9.8086e-01	9.0340e-01
DDX25	[2,0,0,2]	[4554,204,801,2054]	[6,0,0,6]	[7071,2075,3439,7253]	4.8516e-02	8.2567e-01	7.5519e-01
DDX27	[4,1,0,2]	[4552,203,801,2054]	[6,3,1,6]	[7071,2072,3438,7253]	1.7322e-02	8.9529e-01	1.1868e+00
DDX28	[8,0,1,4]	[4548,204,800,2052]	[13,3,4,11]	[7064,2072,3435,7248]	7.1930e-03	9.3241e-01	1.0295e+00
DDX31	[8,1,0,2]	[4548,203,801,2054]	[15,4,4,10]	[7062,2071,3435,7249]	2.1621e-01	6.4194e-01	7.9745e-01
DDX3X	[2,0,0,0]	[4554,204,801,2056]	[3,4,0,11]	[7074,2071,3439,7248]	1.4785e+00	2.2401e-01	3.0709e-01
DDX3Y	[2,0,0,0]	[4554,204,801,2056]	[2,2,0,5]	[7075,2073,3439,7254]	6.1731e-02	8.0378e-01	5.8888e-01
DDX4	[5,0,0,0]	[4551,204,801,2056]	[3,2,0,2]	[7074,2073,3439,7257]	2.3098e-01	6.3080e-01	1.6947e+00
DDX41	[17,1,0,2]	[4539,203,801,2054]	[10,5,2,9]	[7067,2070,3437,7250]	3.4239e+00	6.4259e-02	1.9066e+00
DDX42	[10,1,0,3]	[4546,203,801,2053]	[9,3,0,9]	[7068,2072,3439,7250]	1.3486e+00	2.4552e-01	1.6158e+00
DDX43	[1,0,0,3]	[4555,204,801,2053]	[9,2,1,8]	[7068,2073,3438,7251]	1.0670e+00	3.0162e-01	5.2038e-01
DDX46	[6,1,0,2]	[4550,203,801,2054]	[9,3,3,7]	[7068,2072,3436,7252]	1.3855e-02	9.0630e-01	1.0363e+00
DDX47	[3,0,0,2]	[4553,204,801,2054]	[4,0,1,8]	[7073,2075,3438,7251]	3.7111e-02	8.4724e-01	9.6089e-01
DDX5	[2,0,0,0]	[4554,204,801,2056]	[4,1,0,2]	[7073,2074,3439,7257]	7.8204e-02	7.7975e-01	5.7993e-01
DDX50	[4,0,0,6]	[4552,204,801,2050]	[11,0,1,7]	[7066,2075,3438,7252]	5.3991e-02	8.1626e-01	1.1768e+00
DDX51	[7,1,0,3]	[4549,203,801,2053]	[18,6,1,11]	[7059,2069,3438,7248]	5.3196e-01	4.6578e-01	7.3527e-01
DDX52	[5,0,0,2]	[4551,204,801,2054]	[4,1,0,2]	[7073,2074,3439,7257]	1.3774e+00	2.4054e-01	2.1944e+00
DDX53	[3,1,0,0]	[4553,203,801,2056]	[10,2,0,4]	[7067,2073,3439,7255]	7.5438e-01	3.8509e-01	5.4918e-01
DDX54	[2,0,0,5]	[4554,204,801,2051]	[9,3,0,8]	[7068,2072,3439,7251]	5.7267e-04	9.8091e-01	9.1969e-01
DDX55	[8,0,0,0]	[4548,204,801,2056]	[13,5,2,3]	[7064,2070,3437,7256]	2.3605e-01	6.2707e-01	7.3941e-01
DDX56	[6,0,0,4]	[4550,204,801,2052]	[3,1,0,2]	[7074,2074,3439,7257]	6.3904e+00	1.1474e-02	3.9712e+00
DDX58	[4,0,0,2]	[4552,204,801,2054]	[4,1,1,6]	[7073,2074,3438,7253]	2.9622e-02	8.6335e-01	1.2598e+00
DDX59	[1,1,0,1]	[4555,203,801,2055]	[4,1,0,4]	[7073,2074,3439,7255]	3.0342e-02	8.6172e-01	9.0510e-01
DDX6	[0,0,0,0]	[4556,204,801,2056]	[2,1,0,8]	[7075,2074,3439,7251]	2.3660e+00	1.2400e-01	0.0000e+00
DDX60	[10,1,1,4]	[4546,203,800,2052]	[27,8,0,26]	[7050,2067,3439,7233]	2.1218e+00	1.4521e-01	6.4058e-01
DDX60L	[12,0,2,3]	[4544,204,799,2053]	[24,5,3,10]	[7053,2070,3436,7249]	6.1955e-02	8.0343e-01	8.9194e-01
DEAF1	[3,0,0,1]	[4553,204,801,2055]	[6,1,0,1]	[7071,2074,3439,7258]	7.6843e-02	7.8162e-01	9.7903e-01
DECR1	[3,0,1,2]	[4553,204,800,2054]	[3,0,1,3]	[7074,2075,3438,7256]	1.0731e+00	3.0025e-01	2.0713e+00
DECR2	[4,0,0,3]	[4552,204,801,2053]	[6,5,0,8]	[7071,2070,3439,7251]	1.8219e-02	8.9263e-01	1.0456e+00
DEDD	[4,0,0,1]	[4552,204,801,2055]	[5,2,0,3]	[7072,2073,3439,7256]	2.5112e-03	9.6003e-01	1.1477e+00
DEDD2	[2,0,0,0]	[4554,204,801,2056]	[4,2,0,7]	[7073,2073,3439,7252]	8.8628e-01	3.4649e-01	3.6962e-01
DEF6	[6,0,0,5]	[4550,204,801,2051]	[7,6,0,16]	[7070,2069,3439,7243]	7.7791e-03	9.2972e-01	1.1083e+00
DEF8	[5,0,1,3]	[4551,204,800,2053]	[14,2,1,4]	[7063,2073,3438,7255]	3.0048e-04	9.8617e-01	9.1925e-01
DEFA3	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.7936e-01	5.3795e-01	9.9345e-01
DEFA4	[1,0,0,0]	[4555,204,801,2056]	[4,4,0,5]	[7073,2071,3439,7254]	1.5512e+00	2.1295e-01	2.0080e-01
DEFA5	[0,0,0,1]	[4556,204,801,2055]	[3,1,0,1]	[7074,2074,3439,7258]	3.7179e-02	8.4710e-01	5.2468e-01
DEFB1	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,4]	[7074,2075,3439,7255]	5.4948e-01	4.5853e-01	2.9554e-01
DEFB104B	[0,0,0,0]	[4556,204,801,2056]	[1,0,1,1]	[7076,2075,3438,7258]	1.6108e-01	6.8816e-01	0.0000e+00
DEFB105A	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.6843e-01	6.8151e-01	1.5535e+00
DEFB108B	[0,0,0,2]	[4556,204,801,2054]	[1,2,0,0]	[7076,2073,3439,7259]	3.1945e-01	5.7194e-01	2.7311e+00
DEFB110	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.0775e-02	8.6074e-01	2.7562e+00
DEFB112	[0,1,0,0]	[4556,203,801,2056]	[3,2,0,2]	[7074,2073,3439,7257]	1.1371e-01	7.3596e-01	5.0688e-01
DEFB113	[0,0,0,1]	[4556,204,801,2055]	[2,0,0,0]	[7075,2075,3439,7259]	3.7936e-01	5.3795e-01	9.9488e-01
DEFB114	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
DEFB115	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	1.9055e-01	6.6246e-01	0.0000e+00
DEFB116	[0,0,0,0]	[4556,204,801,2056]	[0,2,0,2]	[7077,2073,3439,7257]	2.8628e-02	8.6564e-01	0.0000e+00
DEFB118	[4,0,0,0]	[4552,204,801,2056]	[1,1,0,3]	[7076,2074,3439,7256]	3.4909e-01	5.5463e-01	2.1287e+00
DEFB119	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	9.2358e-02	7.6120e-01	7.3022e-01
DEFB121	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
DEFB123	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
DEFB124	[2,0,0,0]	[4554,204,801,2056]	[1,1,0,1]	[7076,2074,3439,7258]	2.2730e-04	9.8797e-01	1.7337e+00
DEFB125	[2,0,0,0]	[4554,204,801,2056]	[3,1,0,4]	[7074,2074,3439,7255]	9.4597e-02	7.5841e-01	5.6651e-01
DEFB126	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
DEFB127	[1,0,0,1]	[4555,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	1.9205e+00	1.6580e-01	Infinity
DEFB128	[2,0,0,0]	[4554,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	1.0781e+00	2.9913e-01	Infinity
DEFB129	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
DEFB131A	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
DEFB132	[3,0,0,1]	[4553,204,801,2055]	[2,2,0,2]	[7075,2073,3439,7257]	2.6252e-01	6.0840e-01	1.8557e+00
DEFB134	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
DEFB135	[0,0,0,1]	[4556,204,801,2055]	[1,0,0,1]	[7076,2075,3439,7258]	1.9055e-01	6.6246e-01	1.2726e+00
DEFB136	[3,0,0,0]	[4553,204,801,2056]	[3,1,0,0]	[7074,2074,3439,7259]	2.4329e-03	9.6066e-01	1.4436e+00
DEFB4A	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
DEGS1	[3,0,0,2]	[4553,204,801,2054]	[5,3,0,1]	[7072,2072,3439,7258]	7.1376e-02	7.8934e-01	1.3827e+00
DEGS2	[4,0,0,2]	[4552,204,801,2054]	[4,0,0,8]	[7073,2075,3439,7251]	7.0347e-03	9.3316e-01	1.1981e+00
DEK	[2,0,0,2]	[4554,204,801,2054]	[4,4,0,5]	[7073,2071,3439,7254]	2.0635e-02	8.8578e-01	9.1642e-01
DELE1	[2,0,0,3]	[4554,204,801,2053]	[3,3,1,12]	[7074,2072,3438,7247]	1.2315e-02	9.1164e-01	8.3013e-01
DENND1A	[5,1,0,0]	[4551,203,801,2056]	[10,4,0,6]	[7067,2071,3439,7253]	2.6250e-01	6.0841e-01	7.0559e-01
DENND1B	[6,1,1,2]	[4550,203,800,2054]	[7,5,2,8]	[7070,2070,3437,7251]	2.0916e-01	6.4743e-01	1.3000e+00
DENND1C	[2,0,1,1]	[4554,204,800,2055]	[4,0,0,1]	[7073,2075,3439,7258]	1.4027e-01	7.0802e-01	1.5708e+00
DENND2A	[6,0,0,4]	[4550,204,801,2052]	[14,4,2,17]	[7063,2071,3437,7242]	8.1290e-01	3.6726e-01	6.7822e-01
DENND2C	[6,0,0,3]	[4550,204,801,2053]	[5,1,1,12]	[7072,2074,3438,7247]	6.6901e-02	7.9590e-01	1.2260e+00
DENND2D	[0,1,0,0]	[4556,203,801,2056]	[2,3,0,1]	[7075,2072,3439,7258]	1.9534e-02	8.8885e-01	7.1519e-01
DENND3	[11,1,0,6]	[4545,203,801,2050]	[14,4,4,22]	[7063,2071,3435,7237]	9.0064e-03	9.2439e-01	1.0723e+00
DENND4A	[12,2,1,3]	[4544,202,800,2053]	[20,4,2,20]	[7057,2071,3437,7239]	3.6297e-03	9.5196e-01	9.4495e-01
DENND4B	[1,0,0,2]	[4555,204,801,2054]	[7,1,1,4]	[7070,2074,3438,7255]	4.8168e-01	4.8766e-01	5.5505e-01
DENND4C	[10,0,0,5]	[4546,204,801,2051]	[20,16,3,12]	[7057,2059,3436,7247]	3.3905e-01	5.6038e-01	7.9927e-01
DENND5A	[11,2,1,4]	[4545,202,800,2052]	[19,13,2,21]	[7058,2062,3437,7238]	3.4979e-02	8.5164e-01	9.1334e-01
DENND5B	[2,0,0,3]	[4554,204,801,2053]	[12,4,1,12]	[7065,2071,3438,7247]	2.3097e+00	1.2857e-01	4.4980e-01
DENND6A	[4,1,0,1]	[4552,203,801,2055]	[4,3,0,5]	[7073,2072,3439,7254]	1.4363e-01	7.0470e-01	1.4035e+00
